date,demand
3/7/2020,30745.4307
3/8/2020,29821.7824
3/9/2020,30231.5227
3/10/2020,30255.8149
3/11/2020,30016.8871
3/12/2020,29727.0999
3/13/2020,28152.187
3/14/2020,28932.0471
3/15/2020,28546.5661
3/16/2020,27993.672
3/17/2020,27424.3286
3/18/2020,26929.5548
3/19/2020,25464.8934
3/20/2020,23757.2389
3/21/2020,22570.2667
3/22/2020,23166.3345
3/23/2020,22704.9159
3/24/2020,23534.4972
3/25/2020,24075.4681
3/26/2020,24133.2829
3/27/2020,23988.1443
3/28/2020,24853.2089
3/29/2020,24573.3758
3/30/2020,23814.6396
3/31/2020,23698.8774
4/1/2020,22879.3644
4/2/2020,24309.463
4/3/2020,24767.1596
4/4/2020,26471.8892
4/5/2020,27113.9107
4/6/2020,27626.077
4/7/2020,28251.8343
4/8/2020,28742.8178
4/9/2020,27939.5243
4/10/2020,27514.0419
4/11/2020,29432.7246
4/12/2020,29210.0628
4/13/2020,28530.7545
4/14/2020,28526.0588
4/15/2020,28600.2162
4/16/2020,28251.3663
4/17/2020,27167.9554
4/18/2020,29193.5147
4/19/2020,29473.7121
4/20/2020,30508.0844
4/21/2020,30901.5575
4/22/2020,31346.1402
4/23/2020,31067.957
4/24/2020,30181.6901
4/25/2020,33027.6328
4/26/2020,33917.9444
4/27/2020,32857.7848
4/28/2020,32971.6008
4/29/2020,32631.2176
4/30/2020,31414.1688
5/1/2020,29259.6753
5/2/2020,32643.7053
5/3/2020,33176.9798
5/4/2020,33583.2939
5/5/2020,34634.3919
5/6/2020,34838.0525
5/7/2020,33941.5953
5/8/2020,32216.4986
5/9/2020,35030.6418
5/10/2020,36486.6744
5/11/2020,36333.6162
5/12/2020,36008.683
5/13/2020,35768.4574
5/14/2020,35680.007
5/15/2020,33445.7911
5/16/2020,37070.8047
5/17/2020,38438.7118
5/18/2020,39050.1779
5/19/2020,39424.5374
5/20/2020,38886.04
5/21/2020,38517.5427
5/22/2020,37758.1285
5/23/2020,40679.6928
5/24/2020,37696.7977
5/25/2020,38474.5996
5/26/2020,40951.4013
5/27/2020,42363.4877
5/28/2020,42534.4613
5/29/2020,41301.3836
5/30/2020,44895.1763
5/31/2020,44723.8152
6/1/2020,45109.1609
6/2/2020,45385.5074
6/3/2020,44135.9
6/4/2020,43771.3098
6/5/2020,42525.5893
6/6/2020,45418.8297
6/7/2020,44840.1289
6/8/2020,44482.7173
6/9/2020,44898.6861
6/10/2020,45604.1196
6/11/2020,45392.0444
6/12/2020,43102.4667
6/13/2020,46163.0019
6/14/2020,46770.5935
6/15/2020,47465.2269
6/16/2020,47843.3933
6/17/2020,46682.2158
6/18/2020,46972.3443
6/19/2020,44746.2072
6/20/2020,48093.3166
6/21/2020,46973.5894
6/22/2020,46509.8895
6/23/2020,46998.8348
6/24/2020,47888.9605
6/25/2020,47779.5988
6/26/2020,44671.6021
6/27/2020,46602.3825
6/28/2020,46301.8119
6/29/2020,45851.5938
6/30/2020,46324.4205
7/1/2020,46720.2309
7/2/2020,45696.4322
7/3/2020,43734.925
7/4/2020,47472.7774
7/5/2020,47469.2261
7/6/2020,47541.5978
7/7/2020,48246.2578
7/8/2020,48847.1221
7/9/2020,48668.4898
7/10/2020,45983.2174
7/11/2020,48525.6383
7/12/2020,47965.3822
7/13/2020,48193.8747
7/14/2020,48568.4995
7/15/2020,48548.2943
7/16/2020,47197.7522
7/17/2020,44854.7261
7/18/2020,49096.4428
7/19/2020,50193.039
7/20/2020,50585.9486
7/21/2020,50724.6593
7/22/2020,50329.7063
7/23/2020,48836.3515
7/24/2020,46152.6999
7/25/2020,49598.5949
7/26/2020,50758.9934
7/27/2020,51204.0476
7/28/2020,51559.35
7/29/2020,51645.4232
7/30/2020,50217.6917
7/31/2020,45693.659
8/1/2020,48891.0818
8/2/2020,49578.6408
8/3/2020,49654.2983
8/4/2020,48720.5624
8/5/2020,47653.4557
8/6/2020,46701.2315
8/7/2020,43891.7157
8/8/2020,44497.36
8/9/2020,47800.1811
8/10/2020,48991.7084
8/11/2020,49343.3325
8/12/2020,49195.4343
8/13/2020,48302.0819
8/14/2020,45573.1151
8/15/2020,47713.8379
8/16/2020,47411.8934
8/17/2020,47071.5234
8/18/2020,46663.7199
8/19/2020,47152.1557
8/20/2020,46733.9582
8/21/2020,44587.5034
8/22/2020,47436.466
8/23/2020,46818.4478
8/24/2020,45615.0916
8/25/2020,43998.0029
8/26/2020,43622.1978
8/27/2020,42786.1
8/28/2020,40693.06
8/29/2020,39088.8958
8/30/2020,37383.5588
8/31/2020,43026.4841
9/1/2020,43651.2021
9/2/2020,44074.6985
9/3/2020,43954.998
9/4/2020,41505.0891
9/5/2020,44263.8024
9/6/2020,45128.4901
9/7/2020,45857.4125
9/8/2020,45909.7349
9/9/2020,45469.6625
9/10/2020,44348.3067
9/11/2020,41820.3588
9/12/2020,44978.6131
9/13/2020,45022.7572
9/14/2020,44614.3509
9/15/2020,44250.3641
9/16/2020,43421.6973
9/17/2020,42328.6775
9/18/2020,39947.9208
9/19/2020,42759.1308
9/20/2020,44368.1444
9/21/2020,42090.0384
9/22/2020,42082.0935
9/23/2020,42116.0903
9/24/2020,41100.4839
9/25/2020,38317.0574
9/26/2020,41043.619
9/27/2020,41425.6474
9/28/2020,40521.7214
9/29/2020,39686.1462
9/30/2020,39361.5855
10/1/2020,38570.7774
10/2/2020,36535.5638
10/3/2020,39105.0626
10/4/2020,38931.6938
10/5/2020,38266.0085
10/6/2020,37692.127
10/7/2020,37050.4765
10/8/2020,33749.1166
10/9/2020,32601.0134
10/10/2020,34476.2281
10/11/2020,34603.7563
10/12/2020,34509.7523
10/13/2020,34025.4778
10/14/2020,33869.3324
10/15/2020,33115.3551
10/16/2020,30489.3347
10/17/2020,31041.7623
10/18/2020,32902.2157
10/19/2020,33147.1031
10/20/2020,33066.9824
10/21/2020,33123.5914
10/22/2020,32575.5649
10/23/2020,30658.9365
10/24/2020,32610.507
10/25/2020,31624.6962
10/26/2020,32558.5781
10/27/2020,32560.198
10/28/2020,32622.364
10/29/2020,32005.2709
10/30/2020,30004.7509
10/31/2020,32126.1857
11/1/2020,32312.6938
11/2/2020,32081.4154
11/3/2020,30982.3323
11/4/2020,31803.2471
11/5/2020,31247.0617
11/6/2020,29433.0635
11/7/2020,31874.9565
11/8/2020,31943.05
11/9/2020,31639.8583
11/10/2020,32028.9539
11/11/2020,31988.833
11/12/2020,31073.4832
11/13/2020,28396.2976
11/14/2020,30565.9172
11/15/2020,31012.9091
11/16/2020,31426.7415
11/17/2020,31404.1202
11/18/2020,31647.4801
11/19/2020,31350.688
11/20/2020,29197.8428
11/21/2020,31065.6313
11/22/2020,31090.3062
11/23/2020,31020.2845
11/24/2020,31330.3434
11/25/2020,31683.7918
11/26/2020,31066.3618
11/27/2020,29000.6858
11/28/2020,30742.1987
11/29/2020,31342.2678
11/30/2020,31464.1347
12/1/2020,31231.0696
12/2/2020,31444.2275
12/3/2020,30805.0653
12/4/2020,28829.3427
12/5/2020,31175.2816
12/6/2020,31831.928
12/7/2020,31514.235
12/8/2020,31172.7146
12/9/2020,31746.4019
12/10/2020,31195.6367
12/11/2020,29138.7428
12/12/2020,31787.5614
12/13/2020,32285.8467
12/14/2020,32311.4233
12/15/2020,32243.5831
12/16/2020,32344.4068
12/17/2020,31538.3708
12/18/2020,29435.8695
12/19/2020,31787.0106
12/20/2020,31604.028
12/21/2020,31713.4485
12/22/2020,32116.3494
12/23/2020,32312.0241
12/24/2020,31586.7179
12/25/2020,29478.4163
12/26/2020,31956.8551
12/27/2020,32449.7215
12/28/2020,32679.4602
12/29/2020,32598.183
12/30/2020,32672.4831
12/31/2020,31931.2313
1/1/2021,29704.6059
1/2/2021,32297.0219
1/3/2021,32788.6458
1/4/2021,32816.7021
1/5/2021,32987.8388
1/6/2021,33001.2777
1/7/2021,32611.32
1/8/2021,30493.4965
1/9/2021,32871.2345
1/10/2021,33065.6849
1/11/2021,33523.0927
1/12/2021,32010.2138
1/13/2021,31511.9252
1/14/2021,29991.8428
1/15/2021,28107.6569
1/16/2021,29877.8399
1/17/2021,29164.3892
1/18/2021,30605.6538
1/19/2021,30704.2264
1/20/2021,30863.7758
1/21/2021,30353.023
1/22/2021,28708.2587
1/23/2021,31192.3489
1/24/2021,31665.486
1/25/2021,32098.9239
1/26/2021,31131.5279
1/27/2021,31553.7725
1/28/2021,31065.283
1/29/2021,29057.7653
1/30/2021,31026.127
1/31/2021,31713.3769
2/1/2021,32075.0562
2/2/2021,32047.1522
2/3/2021,32190.5338
2/4/2021,31484.7429
2/5/2021,29619.5313
2/6/2021,32026.2564
2/7/2021,32376.9362
2/8/2021,32091.0425
2/9/2021,32166.2133
2/10/2021,30634.8386
2/11/2021,31005.8844
2/12/2021,28929.7013
2/13/2021,30911.4937
2/14/2021,31401.6916
2/15/2021,31470.1034
2/16/2021,31578.9341
2/17/2021,31491.6556
2/18/2021,31188.9107
2/19/2021,29247.8352
2/20/2021,31707.3825
2/21/2021,32269.9096
2/22/2021,32618.9278
2/23/2021,32823.7714
2/24/2021,32807.9434
2/25/2021,31371.6871
2/26/2021,29697.8687
2/27/2021,32361.4801
2/28/2021,32907.5168
3/1/2021,33627.6101
3/2/2021,33125.0226
3/3/2021,32924.4375
3/4/2021,32660.2009
3/5/2021,31027.8623
3/6/2021,32888.65
3/7/2021,33090.9354
3/8/2021,33184.7595
3/9/2021,32865.1136
3/10/2021,33072.6732
3/11/2021,32106.762
3/12/2021,30785.1752
3/13/2021,32200.9937
3/14/2021,33124.878
3/15/2021,32884.1179
3/16/2021,32565.5716
3/17/2021,31591.9018
3/18/2021,30294.1139
3/19/2021,29082.5779
3/20/2021,27312.3842
3/21/2021,26511.196
3/22/2021,25674.94
3/23/2021,27311.2144
3/24/2021,27742.9952
3/25/2021,28372.8166
3/26/2021,28412.9946
3/27/2021,30217.1487
3/28/2021,30287.9619
3/29/2021,29943.4384
3/30/2021,30548.2099
3/31/2021,31247.5817
4/1/2021,30613.3562
4/2/2021,28766.1602
4/3/2021,32298.2019
4/4/2021,32906.4645
4/5/2021,33254.2194
4/6/2021,33388.3444
4/7/2021,33872.718
4/8/2021,34092.2927
4/9/2021,32773.1809
4/10/2021,34982.3667
4/11/2021,35041.1741
4/12/2021,35245.9472
4/13/2021,35673.8728
4/14/2021,35625.1342
4/15/2021,34815.4095
4/16/2021,32975.4407
4/17/2021,35319.0152
4/18/2021,36611.8631
4/19/2021,36963.701
4/20/2021,37756.0509
4/21/2021,37965.5941
4/22/2021,38273.6951
4/23/2021,36705.1452
4/24/2021,38649.1676
4/25/2021,40314.7252
4/26/2021,40742.2722
4/27/2021,40785.7012
4/28/2021,40817.0638
4/29/2021,39552.1205
4/30/2021,37319.6334
5/1/2021,39158.2955
5/2/2021,38822.4161
5/3/2021,37535.1585
5/4/2021,35169.2502
5/5/2021,38366.091
5/6/2021,38602.9024
5/7/2021,36966.1173
5/8/2021,39347.6206
5/9/2021,39845.3987
5/10/2021,40308.0461
5/11/2021,40991.2138
5/12/2021,41445.2655
5/13/2021,38556.5855
5/14/2021,37833.9107
5/15/2021,41205.9068
5/16/2021,41684.0368
5/17/2021,42812.6176
5/18/2021,43742.9638
5/19/2021,44159.0069
5/20/2021,43743.4363
5/21/2021,41879.3411
